id	Author	Quotes	Queries	Key_Words
2fd79c16-60d4-46a5-8c95-c2c92a033c4c	Les Brown	It doesn’t matter about what happens to you. What matters is what are you going to do about it?	I failed in exam || Why it happened to me only || A strategy happened to me || I just got into a huge problem || I am in big trouble	matter || strategy || trouble
073e5e83-0363-4749-97da-7c3d87315018	Les Brown	Don’t go around telling people what your story is. Everybody has a story. 80% don’t care and 20% glad it’s you.	I have a story to tell || No one listens to my plight || I want to tell you my story	story || plight
116d8f76-131c-4470-a413-cb87f79b3d9f	Les Brown	Make a declaration to yourself, declare all-out war that you’re going to get out of this rut.	I am trapped || I am stuck|| How to achieve it at any cost? || I will get my self out of this mess || I will save my self || I need a way out	stuck
f289cc0f-c43a-4536-b44d-0051cb5dbf47	Les Brown	I don’t care how much you work on yourself. There are some times when things aren’t going to go right. There are times when anything that can happen will happen. Murphy’s Law will be knocking at your door. Why? I don’t know why that’s called life and you have to deal with it. But it is during those down moments when your character is developed.	I am going through bad times || It is difficult times to deal with || I can't handle the loss || I am going through hardships	hardship
e76231f8-922d-4ea5-8614-609b4c5fdcbf	Les Brown	I suggest to you that if you are facing a challenge, don’t stop. Stay busy. Work your plan. Continue to do those things that you know that work for you after you have evaluated yourself in the situation. Continue to move; stay busy;	My situation is very bad || I have lots of challenges || I am devastated by problems || I want a way out || I am stuck	situation
97b3d5d1-a286-435e-8480-3b3b107c57bf	Les Brown	Help somebody because what you give is what you get. Find somebody that you can help so you can forget about you for a moment. Help others achieve their dreams and you will achieve yours.	I want to forget everything || I want to forget the moment || I feel terrible now || I help people a lot || I want to feel better now || I am not feeling good	
c99e2179-11e5-4585-9bec-a4b3353e108e	Les Brown	Sometimes you have to back up and go within and pray and meditate and recharge your batteries. Go away, clear your head and then come back and look at it from a different vantage point. Don’t operate while you are under the spell of the effect of what’s going on.	I need a break || I am out of my mind || I am not in my senses || I am exhausted of hard work || I need a vocation || I have tried everything || my mind is saturated	break || saturated
a68dc4d4-81f3-4010-9124-9d611e96ae77	Les Brown	Activate the thinker in you. Don’t allow your emotions to control you. We are emotional but you want to begin to discipline your emotion. If you don’t discipline and contain your emotions, they will overwhelm you.	I am emotional || I am too sensitive	emotions
a7e625f2-55ef-4bb9-a204-b377eb5fac08	Les Brown	You have got to make a declaration that this is what you stand for. You’re standing up for your dreams; you’re standing up for peace of mind; you’re standing up for health. You want it and you’re going to go all out to have it.	I deserve better || I want to change my life || I don’t wont to live like this || I want to live a happy life || I want to love myself || I love my self || I don’t take care of myself ||I want to go to gym || I want to recover || I will stand up again || I will show up again || I will lift myself || I will build myself || I will work on myself	declaration || health || peace
580d84d4-eadf-445c-947f-1a4972814eae	Les Brown	If it were easy, everybody would do it. If you do what is easy, your life will be hard. If you do what is hard, your life will be easy.	It is impossible || It looks very difficult || It is very challenging || It is not easy || It is not as easy as you say || If it was that easy || Tell me an easy way	easy
8a41dd4d-2b6a-4136-a411-9881d6e76a10	Les Brown	Expect things to get better for you, because they will. See, life is cyclic. Whatever experience you’re having right now, it has not come to stay; it has come to pass.	Will I ever get out of this mess? || I am going through difficult times || My sufferings seem to have no end || I don’t want to live || When my dark times will be over? || I am waiting for good days to come || When will my good days come? || I am feeling terrible now || Hard time seems to be not passing || I am going through some dark times	hope
5b2b5652-81ba-412e-bf78-26111a979f69	Les Brown	This too shall pass...	Will I ever get out of this mess? || I am going through difficult times || My sufferings seem to have no end || When my dark times will be over? || I am feeling terrible now || Hard time seems to be not passing || I am going through some dark times	sufferings
275ede85-64eb-4166-b2ac-32434d3e5061	Les Brown	People say to me they want to commit suicide. I ask them so you want to come up with a permanent solution to a temporary problem?	I want to commit suicide || I will suicide || I don’t want to live anymore || I am done with my life || What are the ways to commit suicide? || I will kill myself	suicide
3c07a051-b60b-4c32-9c59-c7af9a0941e2	Les Brown	Repeat after me: there’s always a way. Where there’s a will, there’s a way.	There is no way out || I can’t see any clue to solve the problem || How do I get out of this mess? || I don’t know what to do as I am lost || I have no idea how to handle the situation || There is way || There is nothing anyone can do to help me || Things will never get changed || I am hopeless || I feel hopeful || I cant see the way || Give me hopes	will || way
04851ea2-fde7-4de5-b77a-102e2b842bd9	Les Brown	Take full responsibility for your life. Except where you are and take the responsibility of taking yourself where you want to go.	I have so many people to blame || So many reasons for my failure || I am unlucky || Luck is not in my favor	responsibility
57d699d2-c2df-4983-bd39-f0489d977d27	Les Brown	I tell to those you were adopted God took you from the womb of your biological mother and put you in the heart of your foster parent	I was adopted || My parents gave me up for adoption || I dont know my parents	adopted
627ba8b8-c478-4155-a4aa-5771a97babe5	Les Brown	Forgive yourself and learn to love yourself unconditionally	I want to love myself || I love myself || I feel piety on myself || I want to take care of myself || I have been harsh on myself || I have wronged myself || I have done sins || I dont take care of myself	myself || love
2bb854c6-37ca-4d79-b7fc-5a3998c23cbd	Les Brown	Let it go, so you can grow.	How to take revenge? || I can’t forget my past || I want to move on || I have regret || I have guilt || I have mad memories haunting me || I have grudges || I had a bad experience || My past is dark	guilt || regret
6654bfe2-e4a7-473c-a01b-d7697e534783	Les Brown	You can always go beyond anything that you have ever done.	I don’t want to be satisfied || I have limits || That is the maximum I can do || How to know my limits? || I want to challenge my limits	beyond
fbf48c7d-b653-48b2-b00f-e5e680d0b5b5	Les Brown	Life is so beautiful.	Life is boring || how is your life?	
68479663-af35-4ecd-b52a-aa4395b2a89c	Les Brown	Sometimes life will take you to your knees. You must know, however, that pain opens spaces in the heart for joy.	Life is tough	pain
1935328b-25f3-4f13-b8fe-8f324d7677ae	Les Brown	Keep you moving forward and experimenting and readjusting your strategy and your plan of action continuously looking for ways to win	Tell me how to achieve goal || Tell me a way to succeed || How to go about doing things rightly || How to progress? || How to take right decisions? || My plans does not work || All my plans failed	plan
97abdc64-a0f0-43cf-99ad-24fd990ed0c4	Les Brown	Whatever you’ve done up to this point, is a duplication of what you believe subconsciously that you deserve and what’s possible for your life.	I cant do it || I cant achieve anything in life || I think that is not possible for me || I want to achieve it || It is impossible || I want it so much	believe
78f0cd25-2317-472f-9d83-f75fcf56a053	Les Brown	People say if I see it, I will believe it. I say if you believe it, you will see it	I dont believe in miracles || I dont believe in God || I dont belive in magic || I dont belive myself || I have self doubt || I dont believe I can do it	believe
f7215956-0935-4893-9b50-181f878f52b0	Les Brown	Say no matter how bad it is, or how bad it gets, I’m going to make it. I’m going to make it.	it is getting worse	will
7ee08199-838c-4996-ad6c-981808aba012	Les Brown	Repeat after me please. It’s possible. I can have my dream. I can get what I want. I must be creative and never give up.	I am giving up on my dream || I quit || I want to give up || My best is not good enough || I can never get what I want	possible || quite
94e8deca-11d3-410c-bbfa-89fc607ad40b	Les Brown	All of us have some purpose for being here in this universe. You are vessel to something great.	What is my purpose in this life? || Why am I here for? || Am I here for any reason?	
51f22ae4-8a05-4302-a2d8-f8a490e0ab59	Les Brown	What people think about you and the possibilities for your dream is none of your business. That’s their business.	People are cynic about my abilities || People doubt if I will be ever able to make it || People just don’t like anything about me || I have lots of critics || They say I can never do it	people || business
c70ca344-1f61-406b-85ea-5fff240f2744	Les Brown	Every day, as long as you’re breathing, you’ve got a shot at your dream	I am too old to pursue my dream || Life is too short to work hard	
a39c53b1-8961-4820-a3ee-ebb83c00966d	Les Brown	Here’s what I discovered. You will go through things and while you’re going through them, you can’t understand why it’s happening to you. But after you go through it, you will look back and say, ‘Oh, now I understand why I needed that lesson’. That is how life prepares you for bigger and better things.	I prayed a lot || God does not answer my prayers || Why is it happening to me?	
73b44d49-df10-41d3-979b-ab907e45058c	Les Brown	If it’s hard then, do it hard.	What is an easy way to be rich? || How to do less work and be successful? || My journey is hard || My life is hard	hard
e58dfd48-07b3-41ac-82a0-4b60bc6abaf7	Les Brown	In the Far East, they have something that’s called the Chinese bamboo tree. The Chinese bamboo tree takes five years to grow and they go through a tiresome process of growing it. They have to be watered and fertilized every day. Now, the plant doesn’t break through the ground until the fifth year. But once it breaks through the ground, within five weeks, it grows 90 feet tall! That is exactly how your dream will grow! Keep watering your dream. When it breaks through the ground, it will amaze you!	I see no results || I have worked hard but no results || I am thinking to give up || I am working hard but I am not getting the results || I am already working so hard	
7a676ad1-21ef-45c6-9b65-0e724652b279	Les Brown	The harder the battle the sweeter the victory.	It is getting so hard for me || It requires a lot of effort	victory || battle
5cfd578c-8df0-4290-b53d-1e7ac795fc15	Les Brown	It’s necessary we get negative-do-nothing-people out of our lives.	what is a good company? || I want to avoid negative people || People hurts me || I want to stay away from toxic people	people
207866a8-f61c-446d-8256-2f3d4e47720a	Les Brown	Life should be full of action and adventure and yet most people go through life quietly and safely tiptoeing to an early grave.	I want to play safe || How a life should be? || I want to try new things || Life is boring || I feel bored || I am lazy	adventure || safely
e7407755-c342-4912-b3cb-9f7802182885	Les Brown	There is this room for you to come out and live your dream. Don’t allow yourself to be in the bleaches looking at life like a spectator and not being a participant. Find out what it is you want and go after it as if your life depends on it.	What to do in life? || I have to do something in life || I have no control over myself	
b5328c20-a51d-49bb-9a30-a3a71525b3ba	Les Brown	Why is it that people prefer known hells to unknown heavens?	I dont want to change || I want my ex back || I miss my ex || I dont want to end the relationship || My job is very toxic || I dont want to leave this country || I dont want to be deported	unkown || prefer
c6c34095-66f7-4d09-a95d-6867d836f34f	Les Brown	There is a difference between failing and being a failure.	I am a failure || I have failed many times	failure
e5d1b049-7a72-470d-bd91-1874ba517936	Les Brown	Life is all about today.	I hope tomorrow will be better || I am happy today || It was a great day || I keep postponing	today
83e18cd0-a232-4b39-b5e0-aa34d7dd4fe0	Les Brown	He who learns the most earns the most.	why should I learn?	learns || earns
874fc946-e10a-4bce-8a7b-42fc0da1d295	Les Brown	If you are determined, the universe is on your side. The universe will yield to you and life will never be the same again. You have been given something to bring to the universe that was not here before you showed up. I say to you the universe is calling you.	Universe does not favour me || Universe is against me	determined
74629eb2-e254-47c8-90e9-5443b2c1ac8a	Les Brown	Here’s something about life: you can’t get out of it alive. Therefore, live a life full of adventures!	I am scared || I don’t want to risk || I want to play safely || I want to do something new in life || I want to do something different	adventure || live
f3ec88b2-ace8-4a98-956b-61d9333d6c04	Les Brown	If you want a thing bad enough to go out and fight for it, to work day and night for it, to give up your time, your peace and your sleep for it… if all that you dream and scheme is about it, and life seems useless and worthless without it… if you gladly sweat for it and fret for it and plan for it and lose all your terror of the opposition for it… if you simply go after that thing you want with all of your capacity, strength and sagacity, faith, hope and confidence and stern pertinacity… if neither cold, poverty, famine, nor gout, sickness nor pain, of body and brain, can keep you away from the thing that you want… if dogged and grim you beseech and beset it, with the help of God, you will get it!	Will I ever be able to achieve my goal? || I have a dream || I want to accomplish my dream || I want to achieve it || Should I do it?	wish || desire
2b72f430-ab35-4670-a4f3-255395dbe9e8	Neil deGrasse Tyson	I have a personal philosophy in life: If somebody else can do something that I’m doing, they should do it. And what I want to do is find things that would represent a unique contribution to the world — the contribution that only I, and my portfolio of talents, can make happen. Those are my priorities in life.	I want to do something different || What if they steal my idea? || How to be different?	unique
7d2fea3f-4b59-455b-855f-1529f73540e3	Neil deGrasse Tyson	Do you realize that if you fall into a black hole, you will see the entire future of the universe unfold in front of you in a matter of moments and you will emerge into another space-time created by the singularity of the black hole you just fell into?	Tell me my future || Do you know my future?	
830430f8-3f54-4747-8e1a-cf7e367b4b0d	Neil deGrasse Tyson	The Universe is under no obligation to make sense to you.	I cannot understand this || Why did this happen? || Why me? || How is this possible? || This is unbelievable || Does not make sense	sense
bdd55095-ea42-4ff6-a10a-ffa84496bd95	Neil deGrasse Tyson	Recognize that the very molecules that make up your body, the atoms that construct the molecules, are traceable to the crucibles that were once the centers of high mass stars that exploded their chemically rich guts into the galaxy, enriching pristine gas clouds with the chemistry of life. So that we are all connected to each other biologically, to the earth chemically and to the rest of the universe atomically. That’s kinda cool! That makes me smile and I actually feel quite large at the end of that. It’s not that we are better than the universe, we are part of the universe. We are in the universe and the universe is in us.	Who are we? || I have existential crisis || tell me something cool || Are we insignificant in universe?	
99dc2c4f-55be-4842-bbbb-d5d7122c074b	Neil deGrasse Tyson	We are all connected; To each other, biologically. To the earth, chemically. To the rest of the universe atomically.	I miss my family || I miss my boyfriend || I feel connected || I want to feel connected || I want to touch you || you are just a bot || how to meet you?	
e703dbe9-c164-4eb4-b139-ded8dae94782	Neil deGrasse Tyson	We spend the first year of a child's life teaching it to walk and talk and the rest of its life to shut up and sit down. There's something wrong there.	I am a rebel	
fc0518ec-55f5-42ff-8698-72ceed6c40ba	Neil deGrasse Tyson	There’s as many atoms in a single molecule of your DNA as there are stars in the typical galaxy. We are, each of us, a little universe.	I feel empty || I feel very small	
d21d6282-a797-4199-8628-87a1e4e72a28	Neil deGrasse Tyson	I would request that my body in death be buried not cremated, so that the energy content contained within it gets returned to the earth, so that flora and fauna can dine upon it, just as I have dined upon flora and fauna during my lifetime	I will die || what will happen after death?	
9bd01044-f6b0-4515-8b74-73c3f3f0e2ea	Neil deGrasse Tyson	Many people feel small, because they’re small and the Universe is big, but I feel big, because my atoms came from those stars.	I feel small	
bf021fb1-ccd1-4bcd-a64a-a5a9cad4870f	Neil deGrasse Tyson	We are stardust brought to life, then empowered by the universe to figure itself out—and we have only just begun.	What is the purpose of life? || who are we?	
bfc8b2cf-ac03-47ad-b1e3-7d0054073c4b	Neil deGrasse Tyson	Math is the language of the universe. So the more equations you know, the more you can converse with the cosmos.	How to talk to the universe?	
fece1d97-2550-4d3c-b4dc-f825d03d7d14	Neil deGrasse Tyson	Rational thoughts never drive people’s creativity the way emotions do.	how to be creative?	rational || creative
924bc545-c361-4744-96a1-a258f9a59c2e	African Proverb	If there is no enemy within, the enemy outside can do us no harm	I am lazy || I can control myself || I have negative thoughts	enemy
c6927ec9-1483-4f7d-a20b-dcba5bd8d82e	George Bernard Shaw	people that get alone in this life look around for the circumstances that they want and if they can’t find them they make them, they create them.	I am facing the world alone || I feel alone	circumstances
afd96d2e-b41d-4c0b-bf34-96e21438b12c	Abraham Lincoln	Well, good things may come to those who wait but only the things that have been left over by those who hustle	My pace is slow || I am delaying	
0fa23194-1c3f-4baa-b2cf-3847be631ab2	Charles Udall	In life, you will always be faced with a series of God-ordained opportunities brilliantly disguised as problems and challenges	I have so many problems || There are so many challenges || How to avoid problems?	problems || opportunities
bbd98af8-6d16-488b-b7e9-775c90a9741a	The Serenity Prayer	God, grant me the serenity  to accept the things I cannot change,  the courage to change the things I can,  and the wisdom to know the difference.	wisdom || serenity || destiny	
423bf05a-d4b2-4b4b-b66d-8d5de3d3d3c1	Suzzy Kassem	Doubts kill more dreams than failure will ever	What if I fail? || I have self-doubt	doubts
8b3f79d2-92f4-4b8c-b1d3-723bbecb0c16	Dino Ahmetovic	If you are sad about old memories, make new ones	I have a dark past || I want to move on || I had bad memories || I want to forget	memories || sad
fdab72f6-1ac8-4a39-b71c-b40117229323	Penelope Douglas	Acting like you dont care is not letting go	I don’t care || How to let go?	
b643c46c-0a9f-428b-ab98-277a42a9bd0c	Ricky Gelvais	No one else knows what they are doing either	I don’t know what to do?	
ce7a7406-4476-4e85-9fea-7a50d9214685	R.H Sin	You will be perfect for the one who desereves you	He thinks I am not perfect || They think I am not good || she thinks I have faults	
f0951590-a676-4f96-a417-89355a9c9ff6	Gina Lake	Try giving up all the thoughts that make you feel bad, or even just some of them, and see how doing that changes your life. You don't need negative thoughts. All they have ever given you was a false self that suffers. They are all lies	I have negative thoughts || I have unhealthy thoughts || How to stay positive?	thoughts
83197c31-fe9f-439f-8c9b-b85b9173923e	Israelmore Ayivor	Don’t lose yourself in the process of caring for others. Don’t overdo it as if you don’t need any care to give to yourself	I am very nice to people || People use me || People exploit me || They take advantage of me || I can’t say no	myself
9d30ee58-b357-43c0-98c1-67b533e89874	Adam Savage	You have time to fail. You have time to mess up. You have time to try again	I am getting old || I am too old to take risk || I can't afford a failure || Time is running || Life is screwed up	time || mess
de9e4fb5-b4ff-443e-a3b1-bfa51f83f061	Eleanor Roosevelt	The future belongs to those who believe in the beauty of their dreams	I have a dream || I want to have a good future || I want to do it	
5aad8081-fa7b-49cf-9d9e-9e55dd1e2e77	Aristotle	It is during our darkest moments that we must focus to see the light	I have dark times || I am suffering || I am struggling	darkest || light
311177ae-6892-45c0-9c72-734b7d907f3e	Abraham Lincoln	In the end, it's not the years in your life that count. It's the life in your years	I want to enjoy the life || How to enjoy life || I want to be productive	live
5fda6564-a9c1-4443-94df-bf5a88f82427	Helen Keller	Life is either a daring adventure or nothing at all	What is life? || What if I fail? || It is risky to try	adventure
80b01748-3ba3-4c6c-b47d-b2eda1cdb98d	Tony Robbins	The only impossible journey is the one you never begin	It is impossible || I can’t do it	journey || impossible
d6026a70-835a-4ce5-aef7-54225a95fcc2	Albert Einstien	Only a life lived for others is a life worthwhile	How to live a good life?	
2470952a-0cd5-441b-a2b2-fd6c45451c72	John Lennon	Life is what happens when you're busy making other plans	How to live a happy life? || what is life?	life || busy || plans
a016700e-33b5-486a-aa5c-12f32475fdbe	Winston Churchill	Success is walking from failure to failure with no loss of enthusiasm	I am a loser || I am a failure || I have failed many times || I could not make it	enthusiasum || failure || success
02943dce-e85c-4242-91b9-83a685189b55	Seneca	If one does not know to which port one is sailing, no wind is favorable	I don’t know where to go || I don’t know the direction || I am wandering	direction || way
37ebb6a6-59e1-4f12-93cb-4aeacd8392e4	Seneca	Luck is a matter of preparation meeting opportunity	I want to be lucky || I want opportunities || I want to be fortunate || I am unlucky	luck || preparation || opportunity
efdd6747-2e64-4c44-bf74-c163237cb446	Seneca	Time heals what reason cannot	I have a regret || I am suffering || I am shattered || I am ruined || I am heart broken	Heals
4a99dddc-a206-4584-8426-4cba7722e536	Mark Twain	Twenty years from now you will be more disappointed by the things that you didn’t do than by the ones you did do. So throw off the bowlines. Sail away from the safe harbor. Catch the trade winds in your sails. Explore. Dream. Discover	What if I fail? || Should I do it? || I don’t want to do it || Should I try?	explore || dream || discover
0adac8c9-ba26-49f5-b983-9382327e7526	Socrates	Education is the kindling of a flame, not the filling of a vessel	What is the purpose of education?	education
11228867-4606-4708-babe-ff7e8b8a8cea	Unknown	Your are the master of your own fate. You are the captain of your own ship. You design your own future. It will look like just the way you fashion it to look it.	What is my future going to look like?	future || destiny
76862da6-bc73-4b79-99bc-629af0ce2953	Paulo Coelho	Never explain. Your friends won’t need it. And haters won't understand it.	People don’t understand me || They don’t listen to me || No one understands me	
9e750210-387d-4e7a-a1cc-72f29bc026c1	Paulo Coelho	There is only one thing that makes a dream impossible to achieve: the fear of failure.	What if I fail? || I am scared || I am feeling very fearful	fear || impossible
6dc4e078-eb93-458a-ae65-15be007eb75a	Paulo Coelho	You have to take risks. We will only understand the miracle of life fully when we allow the unexpected to happen.	Life is unexpected || It is very risky || I am nervous to take risk	miracle || unexpected || risks
4b4917ee-2829-4c63-a93d-1023b958c1e4	Paulo Coelho	Every blessing ignored becomes a curse	I want opportunities || I want to be lucky || Luck is not favoring me	curse
3a10f785-b9f2-4c50-b662-ef754c65add9	Paulo Coelho	Everybody has a creative potential and from the moment you can express this creative potential, you can start changing the world.	How to know my potential? || How to know my talent? || I feel I don’t have any talent	potential || talent
b900dc67-908a-4a6f-8760-26cbdc73d6ce	Paulo Coelho	Be brave. Take risks. Nothing can substitute experience.	I am scared || what if I fail? || It is risky || I am afraid of failure	brave || risks
73f1d798-ee5a-4f92-a3f1-c3afd33c4078	Paulo Coelho	When you are enthusiastic about what you do, you feel this positive energy. It’s very simple.	I don’t have energy || I don’t feel motivated || How to motivate myself?	energy || enthusiastic
6fe4a6b2-841d-4f84-b9a4-52778e48f5a1	Paulo Coelho	Remember your dreams and fight for them. You must know what you want from life.	I have a dream || I want to accomplish my dream || My dreams are shattered	
c9b651ce-d1c5-46b3-9c93-26df0840d5e7	Paulo Coelho	When you want something, all the universe conspires in helping you to achieve it.	I want to achieve my dream || I hope it works || it seems difficult	wish
7c58dbc0-2a77-4d2e-9b38-78c938b40f5d	Paulo Coelho	You drown not by falling into a river, but by staying submerged in it.	I am stuck	
214ba2be-dfb8-4f82-b07d-6023c91f740a	Paulo Coelho	Tell your heart that the fear of suffering is worse than the suffering itself. And no heart has ever suffered when it goes in search of its dream.	My dream is difficult to achieve || Want I want is impossible || It looks hard || What if I fail?	dream || suffer
464861db-89ac-4007-b8c8-4a28780fb6e3	Paulo Coelho	The more in harmony with yourself you are, the more joyful you are and the more faithful you are. Faith is not to disconnect you from reality – it connects you to reality.	God is not reality || Religion is not reality	faith
8d32b502-b9d6-400b-90a9-377a7d12bc1a	Paulo Coelho	You can become blind by seeing each day as a similar one. Each day is a different one, each day brings a miracle of its own. It’s just a matter of paying attention to this miracle.	Life is so boring || Each day looks to similar	day || miracle
2a11f768-228a-482d-bfed-cf4ae78e0bd0	Paulo Coelho	When we strive to become better than we are, everything around us becomes better too.	I want to change myself || I want to change others || I want to change the world	better
42337f63-2b3f-4b0d-a8d7-0f84db96fc05	Paulo Coelho	Life has a way of testing a person’s will, either by having nothing happen at all or by having everything happen at once.	Is god testing me? || why all things are happening to me? || why only me?	testing
2f794b0d-99c5-4ba7-a78f-7742b90fad1f	Paulo Coelho	One day you will wake up and there won’t be any more time to do the things you’ve always wanted. Do it now.	I have work to do but I am lazy || I want to do many things || I am lazy about my dream	time
271c442c-b2a5-404e-9580-a6a50102e03b	Paulo Coelho	The secret of life is to fall seven times and to get up eight times.	I have failed so many times || I am a loser || I am shattered	quit
2e8dad04-ef69-4d9e-8b76-1084c497808d	Paulo Coelho	Don’t waste your time with explanations, people only hear what they want to hear.	I tried so hard to explain myself || I tell but they don't understand me || People don’t listen to me	hear
bc9376f0-2110-4243-9fb1-1adf16d7f2f9	Paulo Coelho	Don’t give in to your fears. If you do, you won’t be able to talk to your heart.	What if I fail? || I am scared || I am feeling very fearful	fears
f319a229-4c9a-4f6a-a2ea-d99fbe938dab	Paulo Coelho	When you repeat a mistake, it is not a mistake anymore: it is a decision.	I do same mistake again || I repeat mistakes || I don’t learn from the mistakes	mistake || repeat
010156af-858a-4dca-819c-db47fed19c08	Paulo Coelho	People are capable at any time in their lives, of doing what they dream of.	I think I am too old for this || I am getting old || I want to be young	capable || limits
d832c572-96f4-4d36-97e8-87974e7b562c	Paulo Coelho	Disappointment, defeat, and despair are the tools God uses to show us the way	I am feeling lost || I don’t see the way || Which direction to go? || I am wandering	
336b320c-48bc-4253-84a8-36429bfd493c	Paulo Coelho	The simple things are also the most extraordinary things, and only the wise can see them.	I want to do something extraordinary	extraordinary || simple
4042c2b1-b5e4-4afc-a480-472eb2fef5e8	Paulo Coelho	I can choose either to be a victim of the world or an adventurer in search of treasure. It’s all a question of how I view my life.	Life is tough || world is hard || time is tough on me || I have lost everything || I have failed || I could not make it	view || adventurer || victim
3d3dc8fa-7e07-42eb-9743-781329557432	Paulo Coelho	People never learn anything by being told, they have to find out for themselves.	Teach me something new || I want to learn from you	teach
825d1299-8dfe-4c76-abe5-4dc99db2f972	Paulo Coelho	You are what you believe yourself to be.	I don’t believe in myself || I am worthless || I have self-doubt	
f0bb5779-fef3-44ca-9383-fa012dbef0f0	Paulo Coelho	What is a teacher? I’ll tell you: it isn’t someone who teaches something, but someone who inspires the student to give of her best in order to discover what she already knows.	You are a good teacher	teacher
f2ff7544-380f-4d36-83b2-52997fdd28f0	Paulo Coelho	When someone leaves, it’s because someone else is about to arrive.	I lost my mother || My father died || I lost my family member	died
af882fb5-f7a1-4136-ada4-fa92c7abe18f	Paulo Coelho	Life is too short for me to allow myself the luxury of living it so badly.	Life is short || I am wasting time	short || live
9d41ea77-feb5-4384-a738-d7c749a926f2	Paulo Coelho	There are moments when troubles enter our lives and we can do nothing to avoid them. But they are there for a reason. Only when we have overcome them will we understand why they were there.	I am in trouble	troubles
2342958e-a736-4a6c-bd58-d8ac4ac58668	Paulo Coelho	No one loses anyone, because no one owns anyone. That is the true experience of freedom: having the most important thing in the world without owning it.	My wife left me || I got divorced || My boyfriend dumped me || I lost the love of my life ||	divorced
f3f7f426-1dc2-434c-a628-cec83e3c611c	Paulo Coelho	I don’t live in either my past or my future. I’m interested only in the present. If you can concentrate always on the present, you’ll be a happy man. Life will be a party for you, a grand festival, because life is the moment we’re living now.	I want to live in present || I want to enjoy the movement || I am worried	present || past
2d020a44-4b16-4adb-947e-37b8a876b0f8	Paulo Coelho	If you’re brave enough to say goodbye, life will reward you with a new hello.	My wife left me || I got divorced || My boyfriend dumped me || I lost the love of my life || My friend moved away || I don't want to leave my city || I am moving to a new place || I had a break-up	goodbye || divorce
415b5c6c-4ebb-4107-803a-b492b66ba0a1	Paulo Coelho	All you have to do is pay attention: lessons always arrive when you are ready.	I dint learn any lesson || I dint learn anything	ready || attention
7998bb54-6f8a-41bf-badf-06da9d6c961d	Paulo Coelho	Happiness is something that multiplies when it is divided.	How can I be happy? || How to be more happy in life? || What is the secret to happiness	happiness
883e1fb8-8201-475c-adca-c228236229a9	Paulo Coelho	Blessed are those who do not fear solitude, who are not afraid of their own company, who are not always desperately looking for something to do, something to amuse themselves with, something to judge.	I feel so lonely || I am alone	
bf325a15-47d3-4dfc-b930-01d888d71964	Paulo Coelho	Don’t allow your mind to tell your heart what to do. The mind gives up easily.	I want to quit || I want to dive up || I will not give up || I can’t make my mind	mind
ad778f6f-a863-4be2-b6df-60eb15c49575	Paulo Coelho	Miracles only happen if you believe in miracles.	I need a sign || Show me a miracle || It is not possible || Should I try?	miracles || believe
a09e567c-5963-4741-9f6f-123db3dcaa86	Paulo Coelho	Fortunate are those who take the first steps.	I want to be fortunate || I want to be lucky	fortunate
d1a58b86-c4b1-4e99-9293-9570497a1c04	Paulo Coelho	Do something instead of killing time. Because time is killing you.	What should I do right now? || How should I spend today? || I am wasting time	time
b427d855-3be8-4791-a877-64ed1a930709	Paulo Coelho	A life without cause is a life without effect.	How to live a good life? || I am feeling aimless	cause
c2ea1cf6-01f8-4603-ab72-d761dfa6b082	Paulo Coelho	If you think adventure is dangerous, try routine: it is lethal.	I want to enjoy life || I want to take risk || I want to do something new	adventure
eee1bb2a-2e6b-4bbb-aea6-43a3ecaffe33	Paulo Coelho	Close some doors today, not because of pride, incapacity or arrogance, but simply because they lead you nowhere.	I am in a toxic relationship || I hate my marriage || I hate my job	divorce || toxic
6c8a5c63-032c-4886-93e3-8caaf4963e47	Paulo Coelho	Joy is sometimes a blessing, but it is often a conquest.	I want to enjoy	joy
ef0d4f20-11a5-4afa-b64f-c74086130370	Paulo Coelho	Never give up. When your heart becomes tired, just walk with your legs – but move on.	I want to quit || I want to give up || I will never give up	quit
88ed4a8b-6027-48ec-88b0-5725fa0be5cb	Paulo Coelho	It is possible to avoid pain? Yes, but you’ll never learn anything. Is it possible to know something without ever having experiencing it? Yes, but it will never truly be part of you.	I don’t want this pain || I want suffering to end || I am heart broken	pain
c15325a6-fb52-4c1e-b78a-b5b0eeff9e8d	Paulo Coelho	The secret is here in the present. If you pay attention to the present, you can improve upon it. And, if you improve on the present, what comes later will also be better.	I am worried about the future || My future is dark	present
4947ff3d-df43-45a7-ac18-7929c585b234	Paulo Coelho	What hurts us is what heals us.	I am hurt || I am sad || I am heartbroken || I am devastated	heals || hurts
d8355129-70af-4acf-b508-09d72c97183d	Paulo Coelho	There is only one way to learn. It’s through action.	I want to learn || How to learn?	action || learn
4d13280e-e702-4d7f-8206-ae2317a634ce	Paulo Coelho	Whenever you want to achieve something, keep your eyes open, concentrate and make sure you know exactly what it is you want. No one can hit their target with their eyes closed.	I want to be focused || I don’t know what I have to do	focus || way
ec7f5fa9-5283-4b0d-9691-5e35d6d97230	Paulo Coelho	Haters are confused admirers who can’t understand why everybody else likes you.	They all hate me || I have so many haters || They are jealous	haters
